Text,Emotion
I only have two class periods left with my favorite teacher. ,sadness
Sudden realisation that I leave school in 5 months. What happened to time? ,sadness
"Privately , Juliet was feeling rather despondent . ",sadness
Being insulted in public.,anger
" Maybe it's a good things . If you don't have to go to Hong Kong , you can take a break and take things easy for a while . ",joy
"Much pressure can overtly or unwittingly be put on grown up children , to provide grandchildren for the delight of the grandparents . ",joy
" Come home late one more time , and you'll find your stuff outside . ",anger
a weekend full of school work. ,joy
"Emily suddenly felt a surge of elation , she was eager for the new experience of being introduced into what she considered was the world of adulthood . ",joy
"Omg I hate it when you get a txt from someone that can make you feel down, when your life is going great! ",sadness
you may think I'm a bitch but atleast I have an opinion and a personality ,anger
A friend had promised to call me at a certain time. I expected his call impatiently but in vain.,anger
Sociology test. I'm so ecstatic with that I'm sweating jelly beans. #sarcasm,joy
Why won't buttonMode=true and useHandCursor=true work on any of spark components. This is infuriating.   ,anger
"i have this old acne scar on my neck, all my coworkers think it's a hickey, i just say 'no, it was a zit' ",sadness
eating like crap and I don't care because I'm getting my wisdom teeth out next week ,joy
"Asked a kid how old he thought I was, his answer: 25, thank goodness I got my lancome stuffs!  ",sadness
Having fun in the studio. Finally producing  again. Just for me - no customer with the final decision. #braak,joy
No I don't want the snow to melt! ,sadness
I had one follower. Then I lost him.  &#xA;On the plus side 2 more weeks till #CLOCKWORKPRINCE &lt;-#joy,sadness
" You are so paranoid ! Not everybody is a crook , you know . ",anger
Back to the helllllll hole tomorrow ,joy
far too long to expect us fans to wait - a whole year?      #depressed #bullimiamoment,sadness
love when i mean to tag someone in a tweet but then forget to. now it looks like i'm talking to myself... ,joy
➨ LET GO OF ANGER - it is an Acid that Burns Away the Delicate Layers... of your H A P P I N E S S ~unk #Creativator,anger
I'm Jus tryin feel a lil cause I felt so much #Pain niggas would cross yu for personal #Gain,joy
When I got my results - I had passed the form III exams.  I had not expected to do so well.,joy
@j_habs Omg Ill so check for this same channel for if they have it back ,joy
Damn...missed my opportunity to see The Dark Knight Rises Prologue early :( ,sadness
work christmas party tonight ,joy
"My favorite perfume is Joy. &quot;It was created as a reaction to 1929 Wall Street Crash,&quot;(wikipedia). I hear they've changed the formula? ",joy
three papers due this week and now a stomach virus as well.  ,joy
This song better send or I'm acc goin to smash this phone fghjklhgf ,anger
"Back to Haterville, AR 4 the big Butterball Holocaust on Thursday.   ",joy
The Greatest Gift to Give to Others is   &amp; ! Spread #Health #Love &amp; #Joy Gift that's Gives Joyous #Life !~♥ShawnRene♥,joy
My grandmother died during Christmas break several years ago.,sadness
"Miss my partner in crime though, she brought in my life ):",joy
When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges.,joy
I live with my sister now and sometimes she angers me especially when she thinks I don't keep the apt. clean enough.,anger
@TheBodyShopUK when a friend goes out of his or her way to be there for me. True friends are few and far between but we all have one.,joy
"I am feeling something take over. I dont wanna talk to anybody or do anything, im watching TV. ",sadness
Almost that time of the day to take Danny to class ,joy
"Where money is, there  remains. When money goes, comes along. &#xA;&#xA;#teamJesus #TFB",joy
Thank the lord Today was pajama day I was about to be freezing! Where have you gone warm sun ,sadness
 I don't have a warrant . ,anger
My fianceleft me for my best friend.,sadness
Today has been full of great news ,joy
"Niite twitter..its back ta classes tomorrow, ugh ",joy
@MissKalelCullen i use FCP7. & my media went offline for some horrible reason and it wont go back online... TT^TT ,sadness
@malstott1 cheer up baby girl! at least u don't have the flu with no one to take care of ya! ,sadness
@ctalley17 am I not allowed to follow you back. ,sadness
 How do you know that I didn ’ t try ? I just couldn ’ t manage it . ,anger
South Korea cheating for gold medals.,anger
" Sorry , darling , I forgot . ",sadness
A friend of mine told other people that I was a slattern (because of an occurence that had happened some time ago). When I heard about that I was very angry.,anger
I love when I wake up in the morning and I look high . ,joy
My parents scolded me a lot for something I had not done.  It was my sister who had done it.,anger
Long day at school now of to work ,joy
I feel like a total selfish bitch :( ,sadness
 I'm afraid that's the best we can do . ,sadness
Just wrote a big long tweet and then BAM it disappears!!Grrrrrr ,anger
dont start with me cuz i am not the one. love puttin ppl in they PLACE i get from it yeah i can be the biggest asswhole,joy
@Amy_dask ok my fucking elbow hit my phone and it ended the call.. and I tried texting you and it wont send ,sadness
"A good friend, the wife of the vicar of my church came up to me from the pews (I am in the choir) and shook my hand during the time for an informal \greeting\"" in the church service. She said a few words.""",joy
Love problems.,sadness
A day working from home /  waiting for plumber and wickes order to turn up ,joy
"Oh , sir . I lost my passport . ",sadness
This did the trick : the boys now have a more distant friendship and David is much happier . ,joy
"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world.  Suddenly people began dancing wildly, inspired by the band.  An unbelievable experience : wonderful that even Finns sometimes flare up and forget to think \what others are thinking of me\"".  It was delightful to dance to one's heart content.""",joy
"although the people were nice, i wish we didn't have to have a hug line at the visitation....  = ",sadness
The ratio of assholes to available has increased beyone my capability to care. #surrender,anger
Wishes @zorgill23 was here to watch friends with me! Late night rerun tradition. ,sadness
" I'm sorry , but we usually don't do it . It is our policy . ",sadness
So many families will face the heartbreak of burglary before Christmas . ,sadness
Its my birthday! I'm officially 14(: any shout outs? It would make me feel special. ,joy
My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission.,joy
Records must not be based on the measurement of subjective impressions such as the number of times parents felt depressed about their child 's behaviour . ,sadness
"Awe, I'm missing the Swag Master. :( ",sadness
&quot;Don’t play games with an  they’re far too intelligent and they’ll probably lose their tempers real quick.&quot; this is so me haha ,anger
 You bet ! ,joy
While I was away for the weekend some friends went into my room and played my very expensive stereo without asking me or my roommate.,anger
@MrsLBBluth I messaged you our room info..tweet me updates if you can. #babywithdrawal,sadness
Our maid is giving me a hard time.. She keeps flipping my comforter upside down every time I flip it around!  #mindblown,anger
I felt thrilled to be back in Abyssinia and stared entranced at the arid landscape of the Danakil desert . ,joy
Why Jesus do we have room inspections? Nothing makes you feel more grown up than some random stranger looking through all your crap ,anger
Can't tell you how bad I feel right now quitting smoking :(,sadness
" Yes , and please be more careful in the future ! ",anger
Heartbroken that Robin will never have kids.. sorry for the spoiler.. ,sadness
When my mother rejected my boyfriend and made unfair judgements on him.,anger
River island menswear xmas party = success ,joy
"` We do n't go to Lightwater Valley , "" said an equally affronted bus driver . ",anger
My best friend is leaving to the Philippines for a month :'( I have to say bye tonight! ,sadness
When someone says &quot;I hate my life.&quot; I want to look at them and say &quot;Yeah? Well try living mine.&quot;   #Depression,sadness
Lmao RT @millii_tov Snell?? lol RT: @TheBADCounselor I had to ask @msstovall why her friend won't give me no play. *side-eye* ,sadness
" Oh , very interesting . And what about Rita ? She was such a bright child — always reading . ",joy
Left my charger at mt grandma's and my phone is dead! ,joy
@iiiceAGE deadassss I'm taking out all this tomorrow......what the fuck man,anger
Gettin my health card renewed hate line ups!,joy
Going home for the week! Until my final on Friday at 8am :/ ,joy
He appeared delighted at the prospect . ,joy
Seeing the Iphone 4S advert and wanting it! Way out of my budget! ,sadness
Have a funny feeling its gonna be a shitty day ,joy
"We are thankful for great corps members, an amazing @CityYear staff and a wonderful community to serve.  #happythanksgiving",joy
Lennox has always truly wanted to fight for the world title and was happy taking the tough route . ,joy
"Had my very first car since I was 16. 15 years, 2 months, and 6 days later: just sold it. ",sadness
"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i.e non Swedish speaking.  My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used .",anger
 You forgot it last year as well . ,anger
There was a hint of exasperation in his voice . ,anger
 I ’ m sorry that you didn ’ t get in . ,sadness
@amazngspid3y i just had an  moment looking at yo nice ass ;),anger
"I wanted something in particular and did not get it, also there was no possibility of getting it.",sadness
@CedesBUGATTI you will see on your left. It would be easier to check online it will give u better directions (#Joy store in Brixton),joy
A spirit lead decision to Un-complicate my life. I Am Happy ,joy
"I am always sad when my boyfriend goes away. He lives and studies in an other city. We have gone steady for 2 and 1/2 years and everything is going very well, but sometime this situation makes me feel bad and very lonely.",sadness
"Wewe @Wambizy: nlikupea James Morrison? If yes,hebu skiza! I tel u. If u dnt like it,ur funny.",joy
Dudes cant even appreciate having a girl without tryna be thirsty and talk to other girls on the side ,sadness
time to break out the index cards to make flash cards for all the info we didn't learn in my us history class! ,joy
 Forget it ! It was a bitter pill for me to swallow . ,anger
Sudden pain under my tongue  has forced me to remove 9 yr old tongue ring Is it time to let it go?  HELP @bkangel1617,sadness
Going to bed early for community service in the morning ,joy
"I felt unfairly treated at an airport, being told to use a different counter (for domestic traffic only).",anger
"If you're not smiling, you're like a person with a million dollars in the bank and no checkbook.  #happiness #money",joy
"When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend.",anger
A friend breaking up with her boyfriend.,sadness
Happy I got 2 make it 2 final night of JoyofChristmas! w/ @MatthewBarnett and DC fam. Got to pass out preznts &amp; c all the lil smiles! ,joy
"@DaveAquilina Ouu Ouch. That hurts Dave, really does. I'm going to go cry in the corner now :( ",sadness
A friend of mine suggested that I become a film extra.  The idea seemed very funny to me and my reaction seemed rather outlandish to the others.,joy
I'm gonna crawl in my bed and tweet my fingers off ,joy
@LouiseTynan they are worse than awful !! cunts deserve to have their balls cut off ,anger
@ItsLaneyJ Oh yeah. I have played condemned. Less crack head? Damn. I like crack. ,sadness
Ever since I got this job I haven't on twitter I feel like I'm Misses Sooo Much Stuff I miss my Followers ,sadness
Cant believe this teacher forgot she had lunch time and I am now an hour early to observation ,anger
Finished my music history paper! Happy day! Tralalalalalala! ,joy
"When I found out that a set task (i.e. 2 essays and a test), the thought of which had oppressed me, were not on the date I had thought.",joy
@fanzoid321 is riding to work on his motorcycle @fanzinator : @fanzoid always,sadness
"And the Angel said to them; Fear not: for, behold, I bring you good tidings of great joy, which will be to all people #AdventSunday #fb",joy
"On the bus home... I'll miss @Deyna_Otter Ron, Joe, and Justin. You guys are awesome!!!",sadness
A month ago when one of my fellow workers got a promotion over me. It was just a small promotion but recognition was involved.,anger
 I'm really sorry I let you down . I'll make it up to you somehow . ,sadness
I was very hungry and just wanted to start eating when a friend called me who usually talks for a long time. I was angry because I was prevented from eating.,anger
I was angry with a person who behaved terribly at a ball offending her relatives.,anger
I want a hippopotamus for Christmas! Oh well a new puppy will have to do instead: on my way to pick it up #love #germanshepherd #family,joy
When my child was born.,joy
Receiving understanding from within self of a subject I had previously wished to understand better.,joy
"If I failed to do so , he would become exasperated and start shouting at me , telling me how stupid I was ; whereupon I would dissolve into tears and rush out of the room . ",anger
 is to u @LoVeRgRl_08 for I pray that you have sufficient grace over you. ,joy
Being asked to go out by someone I care. ,joy
Three words. Muppet Christmas Carol. cc: @jodijodi21 @emipow,joy
 I get to be your little girl Daddy God!  I get 2 focus on u &amp; that putting u 1st &amp; focusing on u is a not a burden!,joy
Joy of joys the crisis team are stopping by ,joy
"A cat just flew by me during a night run on a dark rural road, then Thom Yorke sang &quot;dance dance dance.&quot;  ",joy
"As trains halted , the orchestra struck up Aaron Copland 's Fanfare For The Common Man much to the amusement and delight of curious passengers . ",joy
"... I've been tweeting it up all day, I hope I've made you very happy Twitter. ",joy
Someone in my family (my brother I suspected) ate a bun which I had made for myself. It was during a long telephone call after I had just made it and put it in the oven warming drawer.,anger
Nothing like the holidays... even more opportunities to fight with your family. ,joy
Pattern your life in GOD's standard. =)   #Jesus #Christ #RealTalk #True,joy
"Cranston repeated , fighting hard to control the excitement in his voice . ",joy
I've been home for fifteen minutes and already had to beat a child off my leg while trying not to fall on my face. #gohome,joy
"Mr Mitterrand appears so delighted with the ultra courteous Edouard Balladur , that some Socialists wonder whether he has at last found the prime minister of his dreams . ",joy
When I had a good result in the certificate examination.,joy
Towards wife's laziness in not performing her usual duties because of television watching.,anger
Good luck on your test tomorrow . We'll be crossing our fingers for you ! ,joy
My father began to say incoherant things concerning my brother's and my own behaviour towards him.  His biased (authoritarian) and ridiculous point of view made us angry.,anger
So much work to do. Might be pulling an all night ,joy
Evelyn had never experienced such utter despair . ,sadness
throw your worries to the wind and let them fly to  in the end it is he alone who guides the wind to breeze &amp; #love back to you.,joy
@YahooCare Lots of follow up for my account/mail issues and now nothing for over a week...?? I still can't access my acount. #angry,sadness
It is a joyful day to count blessings   ,joy
so i have got to sit in the van all morning to babysit a contractor while he carries out tests on the compass calibration base ,joy
Good morning Twitterland! Happy Furday.  #compassion #peace to all #FF,joy
Just finished my last research paper for this semester!!!!!!!!!!!! ,joy
When one teacher unjustly gave me zero in a test saying that I was cribbing.,anger
" I have to do some things , and besides , it's not polite to be nosey . ",anger
Youre the reason for my  youre the reason for my youre the reason #iamwhoiam you are #everything.,anger
When my parents got divorced.,sadness
 And why are you yarning now ? Are you bored ? ,anger
Its such a pain having a terrible short term memory i cant remeber what i was going to tweet :( ,sadness
I honestly want to keep dancing but my feet hurt :( ,sadness
"A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M.A level.  It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital.",sadness
Still haven't gotten outta bed yet.... voice is gone.. &amp; have to work in an hour till 11 o'clock...  ,joy
My dog has an ear infection taking to the vet now:( ,sadness
"I was on my way back from the Inter Rail, on board the ferry from Stockholm when my father called me at 7 o'clock to tell me that my uncle had died and that I would be seeing him off on his final journey within four days.",sadness
 The black ball has to be the final ball in the pockets . ,joy
 Thanks a lot . ,joy
Having problems working my new work blackberry... Ah.  And to top it off I have to input alllllll my contacts back into the phone. ,joy
Is it just me or does anyone else out there love the smell of their fella post  ,joy
At the death of my husband's father's mother which occurred during university examinations and therefore I was unable to attend her funeral.,sadness
just got fucking rinsed at parents evening ,joy
 I have been looking forward to her visit for weeks and was very excited when I met her .  ,joy
Had at least 3 PEOPLE telling me they've been friendzoned today =)))) ,sadness
(MIRACLE SCRIPTURE 700 B.C.) Behold the virgin shall conceive &amp; bear a Son &amp; shall call His name Immanuel  Is. 7:14     ,joy
what if our very best days are our everyday ordinary days?  i think so.  ,joy
" Oh , sorry to interrupt you . But I am calling to say goodbye to you . I am awfully sorry to tell you that I am afraid I could not see you off at the airport tomorrow , because I will have to attend a very important meeting . ",sadness
"But now he has made a full recovery to the delight of his proud parents , Fred and Denise . ",joy
reject unhappiness n choose *u noe urslf:)*,joy
"The anguished princess , says Morton , told one friend : ` If this is the price of public life then it is a price I am no longer willing to pay . "" ",sadness
Christmas Break= all the bitches and jerks I hated in high school coming home for an entire month. ,joy
 How's your married life ? ,joy
"Two little children (5/6 years old) begging for money, and noone gave them money.",sadness
Well someone's in a bitchy mood this morning ,joy
"When he came to the part about the clip he glanced up , and she saw the flare of excitement in his silvery-green eyes before they dropped once again to the page . ",joy
Why is my Christmas spirit so delayed this year? ,sadness
 What ’ s wrong with that ? Cigarette is the thing I go crazy for . ,anger
Just woke up to 8 emails and not one of them was from my professor giving me feedback... ,anger
“@IStaySwirlin: @Commodity_One mine is 14 months. They're so great!” yes they are. We have another one coming ,joy
I love that I can't go to Thirsty Nickel anymore without running into the squares that I started bringing there in the first place!..,anger
"another missed chance.. #not homework, gym w @JessHabif33 then team dinner later &lt;3",joy
"This is often the feeling the bereaved find most difficult to acknowledge , their anger against the dead person for abandoning them to face the world alone . ",anger
At least I hope so. My visa is still under assessment ,sadness
She sounded a little low-spirited . ,sadness
did anyone else NOT go black friday shopping? ,sadness
Guess what? I just walked out of the last math class I will EVER have to attend. #joy #JOY,joy
Daaamn. My mom just ruined my morning by not letting me drive.. Now my dads driving us. ,joy
I love hearing all these christmas songs! ,joy
@covergirl_2013 they are nothing but a one sided news cast anyway so that's expected,sadness
"feel like @saffcarey, done all my jobs. washed the trailer out head to toe. and still in my PJs. ",joy
The quarrel between my  parents.,sadness
Another long day of work ,joy
"I LOVE this time of year, I LOVE telling people how thankful I am for them and how much I LOVE them! It brings me ",joy
 Very much.What time ? ,joy
I wish I lived on the West Coast so it would be 3 hours earlier and it would be 7:35 p.m. instead of 10:35 p.m. ,sadness
I'm not even sure the words to express how I feel about the  game... Like I'm speechless #lordhelpme,anger
Dang!!! Someone just took that won-the-lottery feeling away!!! Now I have a Microeconomics quiz to study for! #feelsgreattobeme,joy
harry potter weekend is coming to an end ,sadness
Rush hour approaches.  @SouthernRailUK about to go into meltdown again.  ,joy
"Oh good, the new Community is a singing episode. ",joy
Rainy Mondays in November...brrrrrrr &amp; curiously beautiful.  ,joy
We have to stop like every half hour cause my bladder is the size of a peanut ,joy
bawling my eyes out and curled up....i have never felt this sick so far ,joy
Just got the amazing @MissWessels @abbykincanon @loserlouisawhoneedstwitter and @fadzmad Christmas card!   ,joy
The King was bluntly informing him that he was ill pleased at the lack of progress Corbett was making . ,joy
Why would i nap from 8-830...cant sleep now and have to wake for a track meet in 6 hours... ,joy
" truth comes out,  feelings come out wen is among you #BlackPPl",anger
I know I ’ m going to bite the dust going down this hill . I almost got killed on the chair lift ! This is going to be so embarrassing . ,anger
"I was happy when at difficult times I could find support in my friend and my fiance, I was happy because of their spiritual and moral help which gave me new power to struggle. I was happy then, I felt it in my soul.",joy
The Feeling you have knowing there's no school tomorrow ,joy
Bitch imma pick the world up and imma drop it on yo fuckn headd! # @LilTunechi,anger
"i love the new coldplay cd! Welp, off to the fabulous scott dining hall. ",joy
@TheRealT57 finally watching you performances from last night's PTL. Your faces are BEAT! You look GORGEOUS! And sound AMAZING! ,joy
Damn I wish Saints Row 2 had a greaser gang ,sadness
When my first love was not successful.,sadness
Tennyson discloses that the setting of Mariana is in Shakespeare 's Measure for Measure where the dejected Mariana resides alone in a moated grange . ,sadness
"Honestly RT @mikaeladyke: Thank you, Monday, for reminding me why I hate reading the news.  #mayhem",sadness
Day after your birthday/christmas= worst. days. ever.  ,sadness
HATE waiting for people!!!!!! Again I wish I could drive ,anger
"Had a dream I tweeted a sentence fragment, and @pattonoswalt RT'd it. At first I was like WOO! Then realised it was at my expense. ",sadness
When I pass an exam.,joy
A dejected Allen added : ` You can't give John Aldridge chances like that -- he is a quality finisher . ,sadness
Realizing that church today is going to be my only &quot;me&quot; time I have for a while ,sadness
FUCK YOU WORLD ITS JARREDS HERE AND BECAUSE OF YOU I HAD TO CAPITALIZE THE H NOW IT LOOKS WEIRD! FUCK YOUR FACES. ,anger
dnt piss me off cuz yo face can b just like tht clock issues,anger
im bout too crush like shit mane . ,joy
Ortho appointment tomorrow then dentist appointment thursday -.-,joy
walking streets of NYC with Christmas carols playing in my head #falalala,joy
I hope the rest of this little vacation is better than the past two days...,joy
The world didn't give it &amp; the world can't take it away @LadyP1785 ! ,joy
 4 HEART   activities ...  4 our city ...  is ANOINTED 4 its principalities ...JESUS REIGNS... ,joy
is a juvenile emotion that even the most simple minded creature can express,anger
Merrill laughed at her dejection . ,sadness
I love so much when someone tests something but doesnt bother to confirm its really doing anything at all. ,joy
 I'm sorry . Our company has just opened . There are always too many things to handle . You know that . ,sadness
Didn't buy anything on black friday or cyber monday ,sadness
"@Itneedssweeping You are v kind. But heating has come on, I've moved seat to under one decent light + have gizmo which boosts signal ",joy
"My glasses actually broke yesterday, so now I'm blind in my own home. #thissucks",sadness
"Joy is a deep, constant emotion that we feel when we have a relationship with God. It can't b taken away by people or our circumstances ",joy
"What makes you rich isn't how much money you have in your bank account, but how much you feel everyday. #happiness",joy
"still awake, school starts in four hours. ",joy
Felt joy a few years ago when I was away on holiday. And sat very close to my best friend looking straight into the eyes.,joy
 How about tomorrow afternoon ? ,joy
Bout to head home and finish 100 questions that are due tomorrow for my computer software class. ,joy
And then I am reading positive reactions of people who want to help me with my book by contributing their input. ,joy
@Risa_Nichole2 better wake up and make me some pancakes. i feel like today is going to be mad depressing. ,joy
"When my elder brother, who had gone abroad to study  for six years, came back home safe and in good health.",joy
@KatieAllen77 I mean I know it was. Btw. Being with Amberlyn and you for 2 days makes me feel so lonely now! ,sadness
" Well . It's not all my fault , Anna ... ",sadness
"I went for a walk on the beach with a friend whom I had not seen for many months.  The weather was very pleasant, we had some ice-cream and lots of fun on the beach.",joy
Off to town to do the last of my xmas shopping - wish me luck I feel this could be carnage ,joy
Fabulous tour of  station. with added bonus of free trip to @ltmuseum ,joy
Why must you go to sleep early? I wait all day to talk to you ,sadness
My birthday is next Sunday. I'm only turning 20 so I still have to drink illegally. ,sadness
I just want time for Christmas. Time and happiness ,joy
&quot;@frenchielaboozi: does replying to celebrities with a snarky comment fill a hole in your soul?&lt; damn straight it do.  ,joy
"So, my wonderful fishy died because our other fish killed it! &amp; all the while, we thought they were just playing around... ):",sadness
"One paper to write &amp; 2 tests to go! Yup, i put that pro in  (;  ",joy
@JennaRose3xo follow me &amp; retweet me pleaseee! I guess u never saw any of my tweets asking u too :( please do it for a fan! ,sadness
bout to die if school doesnt end soon. i dont feel good and im tired. plus i still have to goto dance. ,joy
What a day! We have this week &amp; next week and then.....Christmas!!!!! :D ,joy
"Up at 6:00am yesterday, 7:30 today, it would be great if I could sleep in until at least 10:00. #sotired #needsleep",sadness
People with complicated orders in Starbucks line T_T ,anger
All these romantic christmas songs don't really help me get my mind off of shit. ,joy
Spanish is the worst class. My teacher has been out for two weeks and my peers are proletariats. ,sadness
 Sounds good . When and where shall we meet ? ,joy
"On my birthday, my closest friends were here at Berkeley pithched in a lot of money each and bought me ten records to replace some of my records that were stolen. They threw a small surprise party for me too.",joy
"Last meeting of 2011 is TOMORROW!!! Caldwell Hall -Rm 302- 7 PM. Be there for shirts, food, and the legend himself, BOB FURNAD.  ",joy
Funny how much more I  the  warm rays......in  #sunshine,joy
 I got sacked today . ,sadness
Death of paternal grandmother to whom I was very close - died of cancer.,sadness
Ugh. -___- stuck at my grandma's house with my annoying dad for the next few hours....,joy
"Snow day!!!& tree up and decorated, Christmas tunes, dozen candy canes, egg nog &amp; good mood. Feels like Christmas already :) ",joy
@Crawford_Thom he has literally been sleeping almost the entire day put  because hes sick :( ,sadness
"When I realised that I was forgiven by the God who is there, when I realised how much God loves me and that my acceptance with him is not based on my performance - that he loves me unconditionally and showed that love in Christ who died because I do need forgiveness.",joy
"Re was at first pleased but soon realised that Hathor 's delight in killing might lead to the destruction of all mankind , which he had not intended . ",joy
"So @heldbyhorses are touring England and maybe Wales next year! Very stoked for that, it's being booked now! ",joy
Slept through my first class -__-  then bio all day.. ,joy
 Take a  out of its environment &amp; you have to claim it to bring submission as  &amp; is only territorial behaviour..,anger
When my first child was born.,joy
"@mccasland &amp; @donna_stuart wonderful job, such a refreshing night of worship! Thanks for using your gifts to bring glory to his name! ",joy
" Oh , no ! What happened ? ",sadness
"This happened a year when I was having a hard time, I got admission to do research despite obstacles in the procedure of admission.",joy
"He hoped she wasn't offended , as a Times reporter . ",anger
"I find it sad that whenever there is football on tv, trending turns to that. Do tweeters really have nothing else to talk about? :/ ",sadness
"Une des mes plus grandes tristesses est le fait que pour la première fois, je dois changer de pantalon de guindaille. ",sadness
"It's official, I miss my golden brown hair. ",sadness
His amusement at the scene was rekindled . ,joy
just got stressed out about a study guide...that i haven't even done yet ,joy
 I feel life is meaningless without him . ,sadness
After a weekend at a seminar I saw my husband again. I hurried home hoping he would be there. We embraced - I enjoyed feeling his body.,joy
"Then , still depressed at being ditched , he drank eight pints on a night out with other squaddies , said prosecutor Graham Boal . ",sadness
" I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! ",anger
" Oh , no . That's bad news . ",sadness
" So do I . Let ’ s go to other areas to see what they have got , shall we ? ",joy
"Rock became aware that the thrilling , magical father , who had taken his young son backstage , on the road , drinking , water-skiiing , was gradually becoming a resentful tyrant . ",anger
I like this :-) I love today,joy
" I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words . ",sadness
"@DWKM The mechanic was going to let me take it away... but then he returned, broken brake in hand. ",sadness
When I received a positive answer from my appeal to withdraw my registration at university.,joy
When I was told that I had not been successful in getting the job I had been expecting.  I was sure that I was sufficiently qualified.,sadness
And the bears lose... So awkwardly too. Like an ending to the Sopranos or something. ,sadness
When I found out I got accepted to Berkeley.,joy
Last christmas carol show... ,sadness
 That's wonderful ! ,joy
It's my first holiday season sans retail!!! ,joy
One of my colleagues accused me of having stolen his iron and I was sure that I had done no such thing.,anger
"Finished getting everything for my adopted family @ServantsAnon!Single mom, 3 kids, baby on the way!Hope I'm helping brighten her day! ",joy
Only if I had a time machine I would have prevented that fight which ruined my life ,sadness
 I might just ! Enjoy your stupid game ! ,anger
And even though they got good reviews and are about important things. ,anger
i have a lot of planning ahead of my day tomorrow! ,joy
@MWScripts WANT ENGLISH BULLDOG PUPPY.   ,sadness
Spending the day with my Nana and aunt!  ,joy
Passing my pharmacy exams which meant my tertiary education for pharmacy completed.,joy
BIG GAME TODAY !!!! lol.,joy
At The Meat Market ... Poor Cows And Pigs....,sadness
report cards &amp; pep rally today. ,joy
@fbutleracoustic I know utterly terrible the BBC will be hearing from me :) lol ,anger
"My brother came to tell me about some problems we had in the  family.  I felt sad because I thought that if my mother had not gone away when this brother was younger, things would have been different.",sadness
My son is dancing uncontrollably to Istanbul (not Constantinople). Love this! ,joy
15 txts/10 missed calls.... Sometimes I wish I didn't have a phone! Time to reply...call back! ,joy
"&quot;The strong man is not the one who is strong in wrestling, but the one who controls himself in anger.&quot; (Sahih Bukhari) #islam&quot;",anger
Grading...If I give a take home quiz over break I am obviously gonna collect it and grade it! ,sadness
time to tackle the ubc application! ,joy
Watching my brother finish his final... Scared to actually be in his position in 2 years. ,joy
Get all the way to dyfatty &amp; only THEN do I get a tx that the kids not in school today. Niceeee oneeee! Have to drive through town now ,joy
"Fantastic December day= Blue sky, sunshine, 39 degrees. Long walks w/ BF. Lunch at a French Bakery. It's the little things. ",joy
Ahhh the realisation that it's a four day week and that you're off to London for the weekend ,joy
KAPOWerful word today at  ... @heinzschrader breaking it down. Walk in the Spirit and experience the Kingdom NOW!   ,joy
Listening to Zelda music remembering my childhood.  #tears,joy
"Typically, when you finish typing a paper, you feel relieved.. I just finished my paper and now i have to clean. ",joy
When some friends of mine asked me to go camping with them for a fortnight.,joy
laying on my bathroom floor because I feel like I'm going to throw up. ,joy
i feel like is my most used hashtag which is depressing :/ for every sadness there will now be a #happiness :D,sadness
@lovatoslove OMG!!!!!!!!!!! FUCK THAT! CHRISTMAS IS JESUS'S BIRTHDAY!!! NOTHING SHOULD BE OPEN ON THAT DAY! BNEOUWUWO ,anger
 The food wasn't all that exciting . ,sadness
Today I choose to be Mindful of the little things! #SPDMOM,joy
I love catching people who are discreetly trying to pick their nose.  ,joy
"Its  afternoon, all difficult thoughts are over for the week. Spread and #happiness all #weekend. Or be an A-hole. Your choice.",joy
 That sounds wonderful . ,joy
Thanksgiving at Christ's giving! ,joy
is bad. DUMP IT! #Fear is awful. FACE IT. #Memories are sweet. CHERISH THEM,anger
Love driving home and seeing our Christmas lights on...  #memories,joy
"Stop seeking the storm, But enjoy the sun!! ",joy
Finding out I am not chosen for the English lectures.,sadness
I enjoy the moments in life when motion-sensored paper towel dispensers work. ,joy
Yay for another shitty day today ,joy
 is like a heavenly Shower soaked in instant gifts that can change lives &quot;~~INspiredGude @Inspired_Guide,joy
Headache first thing in the morning :(,joy
@AHumberto99 I can only imagine the profanity and shit being thrown by you last night during the game!  ,anger
"Katherine could feel his anguish , and for the second time that day the tears slid down her cheeks . ",sadness
@housegirlfriend Yes. And one day I will wrap a brick in that t shirt and swing it at some problematic people's faces. x #huzzah,joy
feel like i never take the time just to sit down and read anymore #justread,sadness
@VinnyDaVinci G☺ Morning bro Vibration &lt;Tomson feat Paul Randolph killer joint&gt; jst bought the Album Deep house lives ON THANK U!!!☺☺,joy
At the moment when I heard the result of an examination and it proved that I succeeded the second year of my study.,joy
"I SWEAR, IF HE IS OUT BECAUSE OF SMIDS HIT ON HIM I WILL GO MURDER SMID. #ijustreallylovejeffskinner",anger
